degradation_time_days,weight_loss,study_id,instance,adjusted_hb_ratio_formulation_mol,adjusted_hv_ratio_formulation_mol,degradation_condition,degradation_mechanism,additives,t_deg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes,experimental_scale
30.0,2.0,4.0,5,63.2,3.3,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,other,bacteria_dominated,large
60.0,4.0,4.0,5,63.2,3.3,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,other,bacteria_dominated,large
90.0,6.0,4.0,5,63.2,3.3,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,other,bacteria_dominated,large
150.0,9.0,4.0,5,63.2,3.3,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,other,bacteria_dominated,large
240.0,11.0,4.0,5,63.2,3.3,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,other,bacteria_dominated,large
300.0,13.0,4.0,5,63.2,3.3,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,other,bacteria_dominated,large
360.0,22.0,4.0,5,63.2,3.3,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,3.5,reinforcement,20.0,other,bacteria_dominated,large
30.0,0.0,4.0,6,81.225,4.275,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,4.5,not_applicable,0.0,other,bacteria_dominated,large
60.0,1.0,4.0,6,81.225,4.275,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,4.5,not_applicable,0.0,other,bacteria_dominated,large
90.0,2.0,4.0,6,81.225,4.275,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,4.5,not_applicable,0.0,other,bacteria_dominated,large
150.0,3.0,4.0,6,81.225,4.275,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,4.5,not_applicable,0.0,other,bacteria_dominated,large
240.0,6.0,4.0,6,81.225,4.275,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,4.5,not_applicable,0.0,other,bacteria_dominated,large
300.0,6.0,4.0,6,81.225,4.275,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,4.5,not_applicable,0.0,other,bacteria_dominated,large
360.0,10.0,4.0,6,81.225,4.275,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,plasticizer,10.0,filler,4.5,not_applicable,0.0,other,bacteria_dominated,large
7.0,0.0,5.0,1,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,4.0,5.0,1,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,9.0,5.0,1,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,10.0,5.0,1,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,0.0,5.0,2,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,5.0,5.0,2,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,10.0,5.0,2,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,12.0,5.0,2,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,2.0,5.0,3,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,8.0,5.0,3,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,13.0,5.0,3,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,15.0,5.0,3,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,3.0,5.0,4,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,13.0,5.0,4,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,21.0,5.0,4,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,24.0,5.0,4,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,4.0,5.0,5,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,13.0,5.0,5,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,38.0,5.0,5,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,47.0,5.0,5,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,13.0,5.0,6,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,31.0,5.0,6,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,45.0,5.0,6,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,53.0,5.0,6,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,13.0,5.0,7,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,43.0,5.0,7,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,81.0,5.0,7,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,88.0,5.0,7,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,27.0,5.0,8,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,55.0,5.0,8,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,83.0,5.0,8,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,99.0,5.0,8,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,0.0,5.0,9,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,4.0,5.0,9,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,10.0,5.0,9,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,10.0,5.0,9,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,10,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,4.0,5.0,10,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,5.0,5.0,10,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,8.0,5.0,10,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,0.0,5.0,11,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,7.0,5.0,11,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,8.0,5.0,11,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,10.0,5.0,11,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,0.0,5.0,12,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,11.0,5.0,12,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,14.0,5.0,12,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,18.0,5.0,12,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,0.0,5.0,13,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,12.0,5.0,13,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,20.0,5.0,13,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,34.0,5.0,13,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,3.0,5.0,14,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,29.0,5.0,14,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,32.0,5.0,14,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,40.0,5.0,14,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,3.0,5.0,15,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,29.0,5.0,15,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,36.0,5.0,15,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,42.0,5.0,15,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,4.0,5.0,16,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,36.0,5.0,16,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,49.0,5.0,16,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,62.0,5.0,16,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,17,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,4.0,5.0,17,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,9.0,5.0,17,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,9.0,5.0,17,94.0,6.0,aerobic,microbial_enzymatic,no,26.5,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,18,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,5.0,5.0,18,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,9.0,5.0,18,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,10.0,5.0,18,84.6,5.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,19,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,7.0,5.0,19,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,12.0,5.0,19,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,15.0,5.0,19,75.2,4.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,2.0,5.0,20,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,12.0,5.0,20,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,20.0,5.0,20,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,23.0,5.0,20,65.8,4.2,aerobic,microbial_enzymatic,yes,26.5,soil,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,4.0,5.0,21,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,13.0,5.0,21,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,23.0,5.0,21,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,38.0,5.0,21,56.4,3.6,aerobic,microbial_enzymatic,yes,26.5,soil,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,6.0,5.0,22,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,30.0,5.0,22,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,35.0,5.0,22,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,44.0,5.0,22,47.0,3.0,aerobic,microbial_enzymatic,yes,26.5,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,11.0,5.0,23,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,36.0,5.0,23,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,43.0,5.0,23,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,58.0,5.0,23,37.6,2.4,aerobic,microbial_enzymatic,yes,26.5,soil,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,21.0,5.0,24,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,42.0,5.0,24,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,52.0,5.0,24,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,75.0,5.0,24,28.2,1.8,aerobic,microbial_enzymatic,yes,26.5,soil,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,0.0,5.0,25,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,8.0,5.0,25,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,13.0,5.0,25,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,21.0,5.0,25,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,26,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,26.0,5.0,26,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,28.0,5.0,26,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,33.0,5.0,26,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,27,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,30.0,5.0,27,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,33.0,5.0,27,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,38.0,5.0,27,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,4.0,5.0,28,65.8,4.2,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,30.0,5.0,28,65.8,4.2,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,38.0,5.0,28,65.8,4.2,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,53.0,5.0,28,65.8,4.2,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,6.0,5.0,29,56.4,3.6,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,37.0,5.0,29,56.4,3.6,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,45.0,5.0,29,56.4,3.6,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,63.0,5.0,29,56.4,3.6,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,40.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,17.0,5.0,30,47.0,3.0,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,51.0,5.0,30,47.0,3.0,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,74.0,5.0,30,47.0,3.0,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,78.0,5.0,30,47.0,3.0,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,50.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,19.0,5.0,31,37.6,2.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,68.0,5.0,31,37.6,2.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,99.0,5.0,31,37.6,2.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,99.0,5.0,31,37.6,2.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,60.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,31.0,5.0,32,28.2,1.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,71.0,5.0,32,28.2,1.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,99.0,5.0,32,28.2,1.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,99.0,5.0,32,28.2,1.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,70.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,0.0,5.0,33,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,8.0,5.0,33,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,14.0,5.0,33,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,21.0,5.0,33,94.0,6.0,aerobic,microbial_enzymatic,no,27.3,marine_aquatic,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,34,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,1.0,5.0,34,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,11.0,5.0,34,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,14.0,5.0,34,84.6,5.4,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,10.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,1.0,5.0,35,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
14.0,1.0,5.0,35,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
21.0,13.0,5.0,35,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
28.0,21.0,5.0,35,75.2,4.8,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,20.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
7.0,3.0,5.0,36,65.8,4.2,aerobic,microbial_enzymatic,yes,27.3,marine_aquatic,filler,30.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,large
