degradation_time_days,weight_loss,study_id,instance,adjusted_hb_ratio_formulation_mol,adjusted_hv_ratio_formulation_mol,degradation_condition,degradation_mechanism,additives,t_deg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes,experimental_scale
93.0,17.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
95.0,17.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
97.0,18.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
99.0,19.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
101.0,19.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
104.0,19.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
106.0,20.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
108.0,21.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
110.0,21.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
112.0,22.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
114.0,22.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
117.0,23.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
119.0,23.0,12.0,3,77.6,2.4,aerobic,hydrolysis,yes,29.0,soil,reinforcement,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
8.0,1.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
10.0,1.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
12.0,1.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
14.0,2.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
16.0,2.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
19.0,3.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
21.0,3.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
23.0,3.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
25.0,4.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
27.0,4.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
29.0,5.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
33.0,5.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
35.0,5.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
37.0,6.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
40.0,6.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
42.0,7.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
44.0,7.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
49.0,8.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
54.0,9.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
56.0,9.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
58.0,10.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
60.0,10.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
62.0,11.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
64.0,12.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
67.0,12.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
69.0,13.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
71.0,14.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
73.0,15.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
75.0,16.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
77.0,17.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
80.0,17.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
82.0,18.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
84.0,19.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
86.0,20.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
88.0,21.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
90.0,21.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
93.0,22.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
95.0,23.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
99.0,24.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
104.0,25.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
110.0,27.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
117.0,29.0,12.0,4,67.9,2.1,aerobic,hydrolysis,yes,29.0,soil,reinforcement,30.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
6.0,1.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
11.0,2.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
19.0,3.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
28.0,5.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
35.0,7.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
40.0,8.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
46.0,10.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
51.0,11.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
56.0,12.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
60.0,13.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
64.0,15.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
67.0,16.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
70.0,18.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
75.0,20.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
79.0,22.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
82.0,23.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
86.0,25.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
90.0,27.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
94.0,28.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
98.0,30.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
102.0,32.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
107.0,33.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
111.0,35.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
114.0,36.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
117.0,37.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
120.0,38.0,12.0,5,58.2,1.8,aerobic,hydrolysis,yes,29.0,soil,reinforcement,40.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
2.0,0.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
4.0,1.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
6.0,1.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
8.0,2.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
10.0,3.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
12.0,3.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
15.0,4.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
18.0,5.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
22.0,6.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
24.0,7.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
26.0,7.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
28.0,8.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
30.0,9.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
32.0,9.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
35.0,10.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
37.0,11.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
39.0,11.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
41.0,12.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
43.0,12.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
49.0,14.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
52.0,15.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
56.0,16.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
58.0,17.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
60.0,17.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
62.0,19.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
65.0,20.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
67.0,21.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
69.0,22.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
71.0,24.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
73.0,25.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
75.0,26.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
78.0,27.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
80.0,29.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
82.0,30.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
84.0,31.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
86.0,32.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
88.0,34.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
91.0,35.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
95.0,37.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
97.0,37.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
99.0,38.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
101.0,39.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
103.0,40.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
106.0,41.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
108.0,42.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
110.0,42.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
112.0,43.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
114.0,44.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
116.0,45.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
119.0,46.0,12.0,6,48.5,1.5,aerobic,hydrolysis,yes,29.0,soil,reinforcement,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated,large
16.0,1.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
19.0,1.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
20.0,1.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
22.0,1.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
25.0,2.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
27.0,2.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
30.0,2.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
32.0,3.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
35.0,3.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
37.0,3.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
39.0,4.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
41.0,4.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
44.0,4.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
46.0,4.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
49.0,4.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
52.0,4.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
55.0,5.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
57.0,5.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
60.0,5.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
63.0,5.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
65.0,6.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
68.0,6.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
70.0,7.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
71.0,8.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
74.0,9.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
77.0,11.0,13.0,1,96.6,3.4,aerobic,surface,no,22.9,soil,not_applicable,0.0,not_applicable,0.0,not_applicable,0.0,films,bacteria_dominated,lab
